"","Var1","barcode01","barcode02","barcode03","barcode04","barcode05","barcode06","barcode07","barcode08","barcode09","barcode10","barcode11","barcode12","barcode13","barcode14","barcode15","barcode16","barcode17","barcode18","barcode19","barcode20","barcode21","barcode22","barcode23","barcode24","unclassified"
"Spiroplasma diminutum CUAS-1","Spiroplasma diminutum CUAS-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Spiroplasma eriocheiris CCTCC M 207170","Spiroplasma eriocheiris CCTCC M 207170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,9,0
"Spiroplasma helicoides","Spiroplasma helicoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
"Spiroplasma ixodetis Y32","Spiroplasma ixodetis Y32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Spiroplasma kunkelii","Spiroplasma kunkelii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Spiroplasma lampyridicola","Spiroplasma lampyridicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0
"Spiroplasma leptinotarsae","Spiroplasma leptinotarsae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
"Spiroplasma lineolae","Spiroplasma lineolae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Spiroplasma litorale","Spiroplasma litorale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Spiroplasma mirum","Spiroplasma mirum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,21,0
"Spiroplasma montanense","Spiroplasma montanense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
"Spiroplasma phoeniceum P40","Spiroplasma phoeniceum P40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,8,0
"Spiroplasma platyhelix PALS-1","Spiroplasma platyhelix PALS-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Spiroplasma sabaudiense","Spiroplasma sabaudiense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Spiroplasma sabaudiense Ar-1343","Spiroplasma sabaudiense Ar-1343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Spiroplasma syrphidicola","Spiroplasma syrphidicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Spiroplasma syrphidicola EA-1","Spiroplasma syrphidicola EA-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Spiroplasma tabanidicola","Spiroplasma tabanidicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Spiroplasma taiwanense CT-1","Spiroplasma taiwanense CT-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Spiroplasma velocicrescens","Spiroplasma velocicrescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,11,1
"Sporacetigenium mesophilum","Sporacetigenium mesophilum",0,4,5,2,0,1,1,2,4,0,5,4,1,5,1,0,3,18,5,4,0,0,0,0,4
"Sporanaerobacter acetigenes","Sporanaerobacter acetigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Sporichthya polymorpha DSM 43042","Sporichthya polymorpha DSM 43042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Sporobacter termitidis","Sporobacter termitidis",0,1,1,0,0,0,1,1,2,0,4,1,2,1,0,0,0,4,0,1,0,0,58,0,2
"Sporobacterium olearium","Sporobacterium olearium",0,0,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,2,4,3,1,1,8,0,0
"Sporocytophaga myxococcoides","Sporocytophaga myxococcoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sporolactobacillus laevolacticus","Sporolactobacillus laevolacticus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sporolactobacillus pectinivorans","Sporolactobacillus pectinivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sporolituus thermophilus DSM 23256","Sporolituus thermophilus DSM 23256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sporomusa acidovorans","Sporomusa acidovorans",0,4,3,0,2,0,0,0,0,0,8,35,8,2,4,0,0,20,6,3,1,0,42,0,5
"Sporomusa aerivorans","Sporomusa aerivorans",1,3,4,0,0,0,3,0,0,0,8,12,5,13,0,0,0,26,3,1,1,0,299,0,17
"Sporomusa intestinalis","Sporomusa intestinalis",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,2,1,0,0,5,0,1
"Sporomusa malonica","Sporomusa malonica",0,8,14,1,0,0,2,0,1,0,4,32,9,7,3,0,0,13,9,6,0,0,75,0,12
"Sporomusa ovata","Sporomusa ovata",0,4,7,0,1,0,4,0,0,0,2,9,5,3,3,0,0,15,3,4,0,0,136,0,6
"Sporomusa paucivorans","Sporomusa paucivorans",0,9,16,1,6,0,4,0,1,0,7,20,20,11,0,0,0,10,1,14,1,0,115,0,5
"Sporomusa rhizae","Sporomusa rhizae",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,1
"Sporomusa silvacetica","Sporomusa silvacetica",0,0,1,0,0,0,0,0,0,0,0,18,0,1,1,0,2,10,3,0,0,1,68,0,6
"Sporomusa sphaeroides DSM 2875","Sporomusa sphaeroides DSM 2875",1,12,19,1,5,0,4,3,0,0,11,172,19,21,21,0,7,95,56,21,15,0,475,1,41
"Sporomusa termitida","Sporomusa termitida",0,3,2,0,1,0,2,2,0,0,1,25,2,4,0,0,1,25,2,4,0,0,105,0,9
"Sporosalibacterium faouarense","Sporosalibacterium faouarense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"Sporosalibacterium tautonense","Sporosalibacterium tautonense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
"Sporosarcina aquimarina","Sporosarcina aquimarina",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sporosarcina globispora","Sporosarcina globispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sporosarcina saromensis","Sporosarcina saromensis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporosarcina ureae","Sporosarcina ureae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Staphylococcus aureus","Staphylococcus aureus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Staphylococcus caprae","Staphylococcus caprae",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Staphylococcus condimenti","Staphylococcus condimenti",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus croceilyticus","Staphylococcus croceilyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Staphylococcus epidermidis","Staphylococcus epidermidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0
"Staphylococcus haemolyticus","Staphylococcus haemolyticus",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus hominis","Staphylococcus hominis",1,0,0,1,0,6,1,4,1,0,0,11,0,0,0,0,0,0,1,2,0,0,0,2,1
"Staphylococcus hominis subsp. novobiosepticus","Staphylococcus hominis subsp. novobiosepticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Staphylococcus muscae","Staphylococcus muscae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Staphylococcus pasteuri","Staphylococcus pasteuri",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus piscifermentans","Staphylococcus piscifermentans",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus saccharolyticus","Staphylococcus saccharolyticus",3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,11,0
"Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292","Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Staphylococcus warneri","Staphylococcus warneri",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotrophobacter terrae","Stenotrophobacter terrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Stenotrophomonas geniculata ATCC 19374 = JCM 13324","Stenotrophomonas geniculata ATCC 19374 = JCM 13324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenotrophomonas maltophilia","Stenotrophomonas maltophilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0
"Stenotrophomonas pavanii","Stenotrophomonas pavanii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
"Streptococcus agalactiae ATCC 13813","Streptococcus agalactiae ATCC 13813",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus azizii","Streptococcus azizii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Streptococcus cristatus ATCC 51100","Streptococcus cristatus ATCC 51100",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus dysgalactiae","Streptococcus dysgalactiae",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Streptococcus equinus","Streptococcus equinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Streptococcus gordonii","Streptococcus gordonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Streptococcus gwangjuense","Streptococcus gwangjuense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Streptococcus intermedius","Streptococcus intermedius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Streptococcus loxodontisalivarius","Streptococcus loxodontisalivarius",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus mitis","Streptococcus mitis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"Streptococcus oralis ATCC 35037","Streptococcus oralis ATCC 35037",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus oralis subsp. dentisani","Streptococcus oralis subsp. dentisani",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus parasanguinis ATCC 15912","Streptococcus parasanguinis ATCC 15912",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus pneumoniae","Streptococcus pneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
"Streptococcus salivarius","Streptococcus salivarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Streptococcus saliviloxodontae","Streptococcus saliviloxodontae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Streptococcus sanguinis","Streptococcus sanguinis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus thermophilus","Streptococcus thermophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2
"Streptococcus troglodytidis","Streptococcus troglodytidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Streptomonospora nanhaiensis","Streptomonospora nanhaiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Streptomyces canescens","Streptomyces canescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Streptomyces olivoviridis","Streptomyces olivoviridis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Streptomyces sampsonii","Streptomyces sampsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Subdoligranulum variabile","Subdoligranulum variabile",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"Succiniclasticum ruminis","Succiniclasticum ruminis",0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,3,0
"Succinispira mobilis","Succinispira mobilis",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,20,0,2
"Sufflavibacter maritimus","Sufflavibacter maritimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Sungkyunkwania multivorans","Sungkyunkwania multivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sutcliffiella halmapala","Sutcliffiella halmapala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sutcliffiella zhanjiangensis","Sutcliffiella zhanjiangensis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutterella massiliensis","Sutterella massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1
"Sutterella parvirubra YIT 11816","Sutterella parvirubra YIT 11816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"Sutterella timonensis","Sutterella timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,1
"Swionibacillus sediminis","Swionibacillus sediminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Synechococcus rubescens","Synechococcus rubescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Syntrophococcus sucromutans","Syntrophococcus sucromutans",0,13,0,0,0,0,0,0,4,0,1,0,11,87,0,0,0,1,0,4,56,0,47,0,7
"Syntrophomonas wolfei","Syntrophomonas wolfei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Taishania pollutisoli","Taishania pollutisoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
"Tatumella citrea","Tatumella citrea",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tatumella morbirosei","Tatumella morbirosei",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tatumella ptyseos ATCC 33301","Tatumella ptyseos ATCC 33301",0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0
"Tatumella punctata","Tatumella punctata",4,0,12,0,1,4,1,0,7,0,0,34,1,0,1,0,6,1,1,3,0,3,0,0,9
"Tatumella terrea","Tatumella terrea",1,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,1,1,0,0,0,0,0,0,2
"Taylorella equigenitalis ATCC 35865","Taylorella equigenitalis ATCC 35865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tenacibaculum geojense","Tenacibaculum geojense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Tenacibaculum litopenaei","Tenacibaculum litopenaei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tepidibacillus decaturensis","Tepidibacillus decaturensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0
"Tepidibacillus fermentans","Tepidibacillus fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tepidibacillus infernus","Tepidibacillus infernus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0
"Tepidibacter formicigenes","Tepidibacter formicigenes",0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"Tepidibacter mesophilus","Tepidibacter mesophilus",0,1,1,0,1,2,2,0,0,0,6,4,5,3,2,0,5,7,4,0,0,0,0,0,1
"Tepidibacter thalassicus","Tepidibacter thalassicus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tepidibaculum saccharolyticum","Tepidibaculum saccharolyticum",0,68,0,47,36,1,75,39,29,0,52,452,563,77,88,3,7,833,0,268,18,0,250,0,104
"Tepidimicrobium xylanilyticum","Tepidimicrobium xylanilyticum",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
"Tepidimonas ignava","Tepidimonas ignava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tepidimonas thermarum","Tepidimonas thermarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Terasakiella brassicae","Terasakiella brassicae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"Terasakiella pusilla","Terasakiella pusilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Terribacillus halophilus","Terribacillus halophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Terribacillus saccharophilus","Terribacillus saccharophilus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Terriglobus aquaticus","Terriglobus aquaticus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Terriglobus roseus","Terriglobus roseus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Terrimicrobium sacchariphilum","Terrimicrobium sacchariphilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Terrisporobacter glycolicus ATCC 14880 = DSM 1288","Terrisporobacter glycolicus ATCC 14880 = DSM 1288",0,0,6,0,0,9,1,0,3,0,5,0,0,4,0,0,1,7,3,0,0,0,0,0,0
"Terrisporobacter mayombei","Terrisporobacter mayombei",1,102,1427,41,3,496,29,0,70,3,200,0,2,164,1,14,61,237,140,0,2,1,5,0,63
"Terrisporobacter petrolearius","Terrisporobacter petrolearius",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tessaracoccus terricola","Tessaracoccus terricola",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tetragenococcus halophilus subsp. flandriensis","Tetragenococcus halophilus subsp. flandriensis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tetragenococcus halophilus subsp. halophilus","Tetragenococcus halophilus subsp. halophilus",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tetragenococcus koreensis","Tetragenococcus koreensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tetragenococcus muriaticus","Tetragenococcus muriaticus",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tetragenococcus solitarius","Tetragenococcus solitarius",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thalassobacillus pellis","Thalassobacillus pellis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thalassoglobus neptunius","Thalassoglobus neptunius",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Thalassospira australica","Thalassospira australica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Thaumasiovibrio occultus","Thaumasiovibrio occultus",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"Thermincola carboxydiphila","Thermincola carboxydiphila",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
"Thermoanaerobacter brockii","Thermoanaerobacter brockii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Thermoanaerobacter sulfurophilus","Thermoanaerobacter sulfurophilus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermoanaerobacter wiegelii Rt8.B1","Thermoanaerobacter wiegelii Rt8.B1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thermoanaerobacterium aotearoense","Thermoanaerobacterium aotearoense",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Thermoanaerobacterium calidifontis","Thermoanaerobacterium calidifontis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Thermoanaerobacterium thermosaccharolyticum DSM 571","Thermoanaerobacterium thermosaccharolyticum DSM 571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Thermoanaerobaculum aquaticum","Thermoanaerobaculum aquaticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thermobacillus composti KWC4","Thermobacillus composti KWC4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thermobrachium celere","Thermobrachium celere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Thermoclostridium caenicola","Thermoclostridium caenicola",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"Thermoclostridium stercorarium","Thermoclostridium stercorarium",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0
"Thermoclostridium stercorarium subsp. leptospartum","Thermoclostridium stercorarium subsp. leptospartum",0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,8,0,0
"Thermoflavimicrobium dichotomicum","Thermoflavimicrobium dichotomicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Thermohalobacter berrensis","Thermohalobacter berrensis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thermohalobaculum xanthum","Thermohalobaculum xanthum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thermohydrogenium kirishiense","Thermohydrogenium kirishiense",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thermophagus xiamenensis","Thermophagus xiamenensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Thermosinus carboxydivorans","Thermosinus carboxydivorans",0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"Thermotalea metallivorans","Thermotalea metallivorans",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0
"Thiobacillus thiophilus","Thiobacillus thiophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thiobacter subterraneus","Thiobacter subterraneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thorsellia anophelis","Thorsellia anophelis",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tidjanibacter massiliensis","Tidjanibacter massiliensis",0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,47,288,382,22
"Tildeniella alaskaensis","Tildeniella alaskaensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tindallia californiensis","Tindallia californiensis",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,1
"Tindallia magadiensis","Tindallia magadiensis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,1
"Tindallia texcoconensis","Tindallia texcoconensis",0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,10,0,1
"Tissierella creatinini","Tissierella creatinini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Tissierella praeacuta","Tissierella praeacuta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Tolumonas auensis","Tolumonas auensis",0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0
"Tolumonas osonensis","Tolumonas osonensis",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trabulsiella guamensis ATCC 49490","Trabulsiella guamensis ATCC 49490",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trabulsiella odontotermitis","Trabulsiella odontotermitis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traorella massiliensis","Traorella massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Trichococcus collinsii","Trichococcus collinsii",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
